table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,tx_type_raw,is_untimed_prime,is_actual_build,trial,case
naive,No Repair,73,73,BuildSnap,249.690416,,73.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,73,73,Probe,282.106792,2100.0,73.0,,,,Probe,False,False,0,history1
naive,No Repair,74,74,BuildSnap,220.793625,,74.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,74,74,Probe,261.69075,2100.0,74.0,,,,Probe,False,False,0,history1
naive,No Repair,75,75,GbgCollect,1.467792,,31.0,,,,GbgCollect,False,False,0,history1
naive,No Repair,76,76,BuildSnap,202.279917,,76.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,76,76,RecentScan,75.023167,,76.0,,,,RecentScan,False,False,0,history1
naive,No Repair,77,77,BuildSnap,217.984458,,77.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,77,77,RecentScan,75.108709,,77.0,,,,RecentScan,False,False,0,history1
naive,No Repair,78,78,BuildSnap,210.34,,78.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,78,78,RecentScan,76.413959,,78.0,,,,RecentScan,False,False,0,history1
naive,No Repair,79,79,BuildSnap,214.171208,,79.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,79,79,RecentScan,75.679417,,79.0,,,,RecentScan,False,False,0,history1
naive,No Repair,80,80,BuildSnap,264.08325,,80.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,80,80,Probe,243.582125,2100.0,80.0,,,,Probe,False,False,0,history1
naive,No Repair,81,81,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,82,82,BuildSnap,0.0,,82.0,,,,MarkTs,False,False,0,history1
naive,No Repair,83,83,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,84,84,BuildSnap,240.407292,,84.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,84,84,RecentScan,72.602041,,84.0,,,,RecentScan,False,False,0,history1
naive,No Repair,85,85,BuildSnap,207.717667,,85.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,85,85,RecentScan,77.073375,,85.0,,,,RecentScan,False,False,0,history1
naive,No Repair,86,86,BuildSnap,442.991125,,86.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,86,86,Probe,314.638,2100.0,86.0,,,,Probe,False,False,0,history1
naive,No Repair,87,87,BuildSnap,203.003625,,87.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,87,87,RecentScan,73.612708,,87.0,,,,RecentScan,False,False,0,history1
naive,No Repair,88,88,BuildSnap,211.171542,,88.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,88,88,Probe,262.604042,2100.0,88.0,,,,Probe,False,False,0,history1
naive,No Repair,89,89,BuildSnap,219.552,,89.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,89,89,Probe,274.463959,2100.0,89.0,,,,Probe,False,False,0,history1
naive,No Repair,90,90,BuildSnap,199.69725,,90.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,90,90,RecentScan,79.061042,,90.0,,,,RecentScan,False,False,0,history1
naive,No Repair,91,91,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,92,92,BuildSnap,0.0,,92.0,,,,MarkTs,False,False,0,history1
naive,No Repair,93,93,BuildSnap,209.657958,,93.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,93,93,Probe,272.450208,2100.0,93.0,,,,Probe,False,False,0,history1
naive,No Repair,94,94,BuildSnap,244.230542,,94.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,94,94,RecentScan,81.921084,,94.0,,,,RecentScan,False,False,0,history1
naive,No Repair,95,95,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,96,96,BuildSnap,229.695125,,96.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,96,96,RecentScan,78.23175,,96.0,,,,RecentScan,False,False,0,history1
naive,No Repair,97,97,BuildSnap,209.326833,,97.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,97,97,Probe,267.75025,2100.0,97.0,,,,Probe,False,False,0,history1
naive,No Repair,98,98,BuildSnap,217.431833,,98.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,98,98,Probe,266.929,2100.0,98.0,,,,Probe,False,False,0,history1
naive,No Repair,99,99,BuildSnap,213.009875,,99.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,99,99,RecentScan,75.860041,,99.0,,,,RecentScan,False,False,0,history1
naive,No Repair,100,100,BuildSnap,206.152542,,100.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,100,100,Probe,269.645708,2100.0,100.0,,,,Probe,False,False,0,history1
naive,No Repair,101,101,BuildSnap,209.519833,,101.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,101,101,RecentScan,76.262,,101.0,,,,RecentScan,False,False,0,history1
naive,No Repair,102,102,BuildSnap,208.900083,,102.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,102,102,Probe,287.430792,2100.0,102.0,,,,Probe,False,False,0,history1
naive,No Repair,103,103,BuildSnap,257.856791,,103.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,103,103,RecentScan,77.831292,,103.0,,,,RecentScan,False,False,0,history1
naive,No Repair,104,104,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,105,105,BuildSnap,0.0,,105.0,,,,MarkTs,False,False,0,history1
naive,No Repair,106,106,BuildSnap,208.330708,,106.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,106,106,Probe,240.656041,2100.0,106.0,,,,Probe,False,False,0,history1
naive,No Repair,107,107,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,108,108,BuildSnap,203.200334,,108.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,108,108,Probe,271.283791,2100.0,108.0,,,,Probe,False,False,0,history1
naive,No Repair,109,109,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,110,110,BuildSnap,0.0,,110.0,,,,MarkTs,False,False,0,history1
naive,No Repair,111,111,BuildSnap,214.618459,,111.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,111,111,Probe,344.145834,2100.0,111.0,,,,Probe,False,False,0,history1
naive,No Repair,112,112,BuildSnap,243.082458,,112.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,112,112,RecentScan,74.503709,,112.0,,,,RecentScan,False,False,0,history1
naive,No Repair,113,113,BuildSnap,202.128125,,113.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,113,113,Probe,263.984667,2100.0,113.0,,,,Probe,False,False,0,history1
naive,No Repair,114,114,BuildSnap,212.825375,,114.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,114,114,RecentScan,72.288875,,114.0,,,,RecentScan,False,False,0,history1
naive,No Repair,115,115,BuildSnap,220.323208,,115.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,115,115,RecentScan,80.202208,,115.0,,,,RecentScan,False,False,0,history1
naive,No Repair,116,116,BuildSnap,223.3015,,116.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,116,116,Probe,256.494209,2100.0,116.0,,,,Probe,False,False,0,history1
naive,No Repair,117,117,BuildSnap,219.354667,,117.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,117,117,RecentScan,83.497541,,117.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,0,0,InitLoad,49.356791,210000.0,,,,,InitLoad,False,False,0,history1
ivmh,No Repair,1,1,BuildSnap,0.001166,,1.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,2,2,Update,0.245667,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,3,3,BuildSnap,0.0,,3.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,4,4,RecentScan,66.084542,,4.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,5,5,Update,0.615958,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,6,6,RecentScan,63.876416,,6.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,7,7,BuildSnap,171.8805,,1.0,,,HistoryScan,MarkTs,True,False,0,history1
ivmh,No Repair,7,7,HistoryScan,62.986792,,1.0,,,,HistoryScan,True,False,0,history1
ivmh,No Repair,8,8,Update,0.130125,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,9,9,BuildSnap,0.0,,9.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,10,10,BuildSnap,165.613792,,3.0,,,HistoryScan,MarkTs,False,True,0,history1
ivmh,No Repair,10,10,HistoryScan,65.208334,,3.0,,,,HistoryScan,False,False,0,history1
ivmh,No Repair,11,11,Update,0.287209,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,12,12,BuildSnap,160.728625,,9.0,,,HistoryScan,MarkTs,False,True,0,history1
ivmh,No Repair,12,12,HistoryScan,65.059125,,9.0,,,,HistoryScan,False,False,0,history1
ivmh,No Repair,13,13,HistoryScan,61.128958,,1.0,,,,HistoryScan,False,False,0,history1
ivmh,No Repair,14,14,Probe,218.493667,2100.0,3.0,,,,Probe,False,False,0,history1
ivmh,No Repair,15,15,GbgCollect,0.084,,1.0,,,,GbgCollect,False,False,0,history1
ivmh,No Repair,16,16,Update,0.204416,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,17,17,BuildSnap,0.0,,17.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,18,18,Update,0.113208,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,19,19,BuildSnap,163.234334,,17.0,,,Probe,MarkTs,False,True,0,history1
ivmh,No Repair,19,19,Probe,220.67075,2100.0,17.0,,,,Probe,False,False,0,history1
ivmh,No Repair,20,20,RecentScan,62.027083,,20.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,21,21,RecentScan,60.516167,,21.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,22,22,RecentScan,61.700667,,22.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,23,23,Probe,221.674708,2100.0,23.0,,,,Probe,False,False,0,history1
ivmh,No Repair,24,24,Probe,216.928625,2100.0,24.0,,,,Probe,False,False,0,history1
ivmh,No Repair,25,25,Probe,212.053334,2100.0,25.0,,,,Probe,False,False,0,history1
ivmh,No Repair,26,26,RecentScan,62.219959,,26.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,27,27,Probe,231.016042,2100.0,27.0,,,,Probe,False,False,0,history1
ivmh,No Repair,28,28,GbgCollect,0.08679200000000001,,3.0,,,,GbgCollect,False,False,0,history1
ivmh,No Repair,29,29,RecentScan,60.931625,,29.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,30,30,Update,0.159958,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,31,31,BuildSnap,0.0,,31.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,32,32,Probe,218.0015,2100.0,32.0,,,,Probe,False,False,0,history1
ivmh,No Repair,33,33,Probe,219.996083,2100.0,33.0,,,,Probe,False,False,0,history1
ivmh,No Repair,34,34,Update,0.07104099999999999,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,35,35,RecentScan,58.900166,,35.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,36,36,RecentScan,60.226875,,36.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,37,37,Update,0.227292,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,38,38,BuildSnap,0.0,,38.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,39,39,GbgCollect,0.08366599999999999,,9.0,,,,GbgCollect,False,False,0,history1
ivmh,No Repair,40,40,Probe,211.182708,2100.0,40.0,,,,Probe,False,False,0,history1
ivmh,No Repair,41,41,Update,0.163583,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,42,42,RecentScan,61.583084,,42.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,43,43,Probe,210.372375,2100.0,43.0,,,,Probe,False,False,0,history1
ivmh,No Repair,44,44,Probe,219.81825,2100.0,44.0,,,,Probe,False,False,0,history1
ivmh,No Repair,45,45,Update,0.119583,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,46,46,BuildSnap,0.0,,46.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,47,47,Probe,208.762,2100.0,47.0,,,,Probe,False,False,0,history1
ivmh,No Repair,48,48,RecentScan,62.581458,,48.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,49,49,RecentScan,63.08675,,49.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,50,50,Probe,215.958458,2100.0,50.0,,,,Probe,False,False,0,history1
ivmh,No Repair,51,51,RecentScan,65.365125,,51.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,52,52,Update,0.13825,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,53,53,Update,0.138375,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,54,54,BuildSnap,0.0,,54.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,55,55,RecentScan,63.843541,,55.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,56,56,Update,0.175042,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,57,57,Probe,220.953458,2100.0,57.0,,,,Probe,False,False,0,history1
ivmh,No Repair,58,58,RecentScan,61.925541,,58.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,59,59,Probe,219.78875,2100.0,59.0,,,,Probe,False,False,0,history1
ivmh,No Repair,60,60,RecentScan,64.488417,,60.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,61,61,RecentScan,61.05325,,61.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,62,62,Probe,246.96175,2100.0,62.0,,,,Probe,False,False,0,history1
ivmh,No Repair,63,63,Probe,240.411083,2100.0,63.0,,,,Probe,False,False,0,history1
ivmh,No Repair,64,64,Probe,227.935667,2100.0,64.0,,,,Probe,False,False,0,history1
ivmh,No Repair,65,65,Probe,230.126791,2100.0,65.0,,,,Probe,False,False,0,history1
ivmh,No Repair,66,66,GbgCollect,0.10420900000000001,,17.0,,,,GbgCollect,False,False,0,history1
ivmh,No Repair,67,67,Probe,296.7635,2100.0,67.0,,,,Probe,False,False,0,history1
ivmh,No Repair,68,68,RecentScan,63.222917,,68.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,69,69,Probe,251.538584,2100.0,69.0,,,,Probe,False,False,0,history1
ivmh,No Repair,70,70,RecentScan,65.337375,,70.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,71,71,Probe,234.111708,2100.0,71.0,,,,Probe,False,False,0,history1
ivmh,No Repair,72,72,RecentScan,62.786917,,72.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,73,73,Probe,239.888375,2100.0,73.0,,,,Probe,False,False,0,history1
ivmh,No Repair,74,74,Probe,250.196209,2100.0,74.0,,,,Probe,False,False,0,history1
ivmh,No Repair,75,75,GbgCollect,0.0,,31.0,,,,GbgCollect,False,False,0,history1
ivmh,No Repair,76,76,RecentScan,65.9385,,76.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,77,77,RecentScan,62.459417,,77.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,78,78,RecentScan,61.260417,,78.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,79,79,RecentScan,58.969292,,79.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,80,80,Probe,207.13225,2100.0,80.0,,,,Probe,False,False,0,history1
ivmh,No Repair,81,81,Update,0.111416,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,82,82,BuildSnap,0.0,,82.0,,,,MarkTs,False,False,0,history1
ivmh,No Repair,83,83,Update,0.089416,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,84,84,RecentScan,64.057792,,84.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,85,85,RecentScan,60.790667,,85.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,86,86,Probe,230.41075,2100.0,86.0,,,,Probe,False,False,0,history1
ivmh,No Repair,87,87,RecentScan,61.858375,,87.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,88,88,Probe,214.524792,2100.0,88.0,,,,Probe,False,False,0,history1
ivmh,No Repair,89,89,Probe,228.063458,2100.0,89.0,,,,Probe,False,False,0,history1
ivmh,No Repair,90,90,RecentScan,60.120167,,90.0,,,,RecentScan,False,False,0,history1
ivmh,No Repair,91,91,Update,0.214,21.0,,,,,Update,False,False,0,history1
ivmh,No Repair,92,92,BuildSnap,0.0,,92.0,,,,MarkTs,False,False,0,history1
