27960|52862.88|0.04
39175|31196.76|0.03
134129|19773.04|0.04
7195|27554.75|0.05
156729|64285.92|0.06
181982|101135.02|0.01
78527|46671.12|0.01
6147|26328.50|0.03
144603|24714.00|0.08
169567|6546.24|0.07
33099|13417.17|0.07
185051|24993.10|0.08
191809|49420.80|0.07
159803|57746.80|0.07
144363|60516.48|0.09
168520|68306.36|0.01
60996|84150.57|0.01
176623|59486.70|0.03
88106|9846.90|0.00
80105|21702.00|0.00
136710|45414.46|0.05
85729|58300.48|0.03
38180|25718.14|0.10
185990|93419.55|0.04
12405|10539.20|0.06
90114|34227.41|0.02
130249|1279.24|0.00
137699|22576.97|0.08
167589|81172.42|0.03
55240|29881.00|0.08
28605|1533.60|0.06
27524|21772.80|0.07
162391|23254.24|0.09
100619|66404.01|0.03
123654|5032.95|0.04
123564|3175.12|0.00
168371|10075.59|0.10
41179|6721.02|0.04
137877|24893.31|0.03
93091|53120.41|0.00
62409|24685.20|0.00
6579|49023.81|0.05
183800|82887.20|0.04
65237|2404.46|0.02
86609|73397.60|0.08
105329|42698.24|0.01
26373|59771.02|0.01
105960|27523.44|0.06
151172|23240.23|0.09
151308|43497.60|0.00
142794|18367.90|0.09
178289|12305.52|0.05
85328|27579.72|0.04
86418|63198.45|0.03
192068|48722.52|0.06
82903|39603.90|0.02
70892|11177.34|0.04
153929|93197.24|0.10
174561|3271.12|0.05
153363|42490.80|0.02
939|77277.06|0.01
144355|54574.65|0.06
105082|33699.48|0.07
79656|63790.35|0.04
185985|55916.46|0.10
91446|45998.08|0.06
166390|4369.17|0.04
180275|36592.29|0.01
150347|62880.30|0.10
198362|51112.60|0.02
24254|25921.50|0.08
5438|55080.63|0.10
14133|52356.50|0.05
85037|9198.27|0.04
35123|2116.24|0.09
113861|22498.32|0.05
36196|44155.41|0.07
60740|85037.00|0.01
83585|72154.68|0.05
100774|31945.86|0.05
195954|16399.60|0.02
89157|9169.20|0.10
68294|20196.64|0.03
138623|26585.92|0.06
98559|6230.20|0.04
148674|34453.40|0.09
131310|32191.44|0.08
133445|32525.68|0.05
66277|47244.26|0.02
25674|39991.75|0.10
122182|8429.26|0.01
163810|82447.64|0.01
109325|29355.04|0.03
8810|5156.43|0.02
97695|33853.80|0.05
71483|65451.60|0.04
136983|30299.70|0.09
142536|22099.42|0.03
120225|31130.50|0.07
66912|71398.58|0.03
69251|53691.00|0.09
21508|71475.00|0.06
84334|19774.95|0.08
47424|21942.72|0.08
158466|39635.96|0.03
110343|8120.04|0.05
82610|23889.15|0.05
45731|68745.93|0.05
32315|18709.65|0.04
32607|69282.00|0.09
94514|22627.65|0.02
31221|56458.78|0.01
7528|35888.00|0.08
34924|59485.44|0.00
155543|70335.76|0.05
7733|8203.65|0.00
119630|29693.34|0.09
44584|1528.58|0.02
53463|70823.00|0.06
120492|63524.58|0.01
144382|28527.60|0.07
101829|40278.04|0.07
160695|12289.83|0.04
41031|28188.87|0.04
161429|71540.16|0.03
27660|65094.06|0.09
137032|29932.84|0.10
118445|29268.80|0.07
191|50194.74|0.10
183476|71735.62|0.02
26151|31237.35|0.05
111165|4704.64|0.08
198956|94527.70|0.07
73516|72985.99|0.05
8885|73549.08|0.06
66363|41210.16|0.05
7378|53985.54|0.08
9443|17581.72|0.02
15540|59677.14|0.05
157884|3883.76|0.04
30560|67075.20|0.10
151026|5385.10|0.04
21024|9450.20|0.06
138684|75797.92|0.07
43315|22649.58|0.01
185197|55134.17|0.00
51043|42743.72|0.06
125531|34243.66|0.07
68275|38541.37|0.08
94452|21696.75|0.05
65476|63424.68|0.09
41910|81484.04|0.05
180575|46355.96|0.00
199089|48711.28|0.01
92733|53497.63|0.08
32325|45263.52|0.06
161429|13413.78|0.05
62364|66318.00|0.06
118645|79854.72|0.09
118245|22738.32|0.09
33262|20319.42|0.02
191567|43122.56|0.04
54351|63962.15|0.06
40753|74525.00|0.04
64705|75136.50|0.02
86892|86428.94|0.01
24867|73466.26|0.05
164220|19263.30|0.06
188254|38925.25|0.08
167534|65662.73|0.07
187251|25426.75|0.08
104140|48053.88|0.05
152915|92491.77|0.05
184963|14335.72|0.07
98641|67225.24|0.08
91844|88120.32|0.06
40532|38285.78|0.10
9113|5110.55|0.05
103389|30632.36|0.03
114042|17952.68|0.09
74123|31816.48|0.00
84278|1262.27|0.10
43146|45743.88|0.04
133947|63390.08|0.00
135405|61937.20|0.03
86372|10866.96|0.01
141473|12115.76|0.03
75378|48721.32|0.03
20428|40452.60|0.07
167770|60646.41|0.07
31230|46449.20|0.06
192751|59000.00|0.00
150599|23094.26|0.01
167548|50081.74|0.02
38979|74800.83|0.04
98628|14639.58|0.01
75258|18498.75|0.05
49309|52848.60|0.07
199908|40158.00|0.01
163904|49197.50|0.01
156673|50160.43|0.03
96652|82432.50|0.04
113470|4450.41|0.09
114787|9008.90|0.08
53028|3924.08|0.06
152875|57836.10|0.08
142650|23697.10|0.02
190607|22068.80|0.08
143030|9657.27|0.05
172964|14258.72|0.08
195421|69755.32|0.07
63830|46639.58|0.02
69752|60261.25|0.10
35159|47048.45|0.05
137912|21449.01|0.00
163351|69303.15|0.00
171756|58488.00|0.03
90806|1796.80|0.04
195521|21014.76|0.08
98028|13338.26|0.07
143533|58331.61|0.02
19919|77234.22|0.06
133658|84582.50|0.00
156437|56750.34|0.07
166296|66752.21|0.04
173509|14242.50|0.08
146215|18918.15|0.03
97362|8156.16|0.04
86564|24808.96|0.00
26919|20305.01|0.00
9900|90495.00|0.01
94576|42405.39|0.03
127325|47331.20|0.08
169921|21900.12|0.00
63306|20308.80|0.04
163631|59312.05|0.06
23800|17238.00|0.02
95166|56896.84|0.00
148839|5663.49|0.04
12476|49984.92|0.01
187288|5501.12|0.10
13019|12116.13|0.04
178558|58915.80|0.09
8386|28476.36|0.06
150691|26125.35|0.05
183844|23134.08|0.08
25550|5902.20|0.06
85823|23514.66|0.00
11345|1256.34|0.05
118207|33080.40|0.01
172608|78988.20|0.02
120200|14642.40|0.08
147255|33858.50|0.05
13538|7257.65|0.01
70919|69926.67|0.03
18037|8595.27|0.10
182044|12386.44|0.08
123597|21067.67|0.01
97908|45741.60|0.10
82929|66917.20|0.04
55719|21771.23|0.08
66675|80441.83|0.08
79022|30030.60|0.01
126888|63191.04|0.06
40065|8040.48|0.04
129748|24888.36|0.03
83798|48108.33|0.01
179705|83880.90|0.06
176034|43291.17|0.04
47155|29758.05|0.05
103652|26490.40|0.10
106238|52257.66|0.09
146553|76778.40|0.01
89601|27040.20|0.09
79726|66523.08|0.03
155966|62680.76|0.02
67162|53070.52|0.09
189466|37331.04|0.00
187682|76096.24|0.07
80362|38928.44|0.00
196620|41198.88|0.10
88387|24756.84|0.05
42813|59697.54|0.04
177279|65100.96|0.04
143702|68082.30|0.00
73298|38138.70|0.04
34838|19501.13|0.03
100796|8983.95|0.05
24722|6586.88|0.06
34504|41716.50|0.08
9312|36639.30|0.04
119995|88659.56|0.09
199834|13536.81|0.10
60517|38415.26|0.04
154092|40113.15|0.03
126570|43107.39|0.06
150258|24856.75|0.03
49471|68182.56|0.10
171397|39646.53|0.02
9968|33803.28|0.06
47310|44005.85|0.02
97722|22356.36|0.00
94938|25128.09|0.10
162275|28082.67|0.03
86590|40991.34|0.04
110412|49784.35|0.08
186044|19210.68|0.05
105089|29540.16|0.07
74032|20120.60|0.07
15773|1688.77|0.09
10830|33075.77|0.09
130465|53836.56|0.01
143657|57822.10|0.07
101130|33933.90|0.01
141449|56636.72|0.06
192248|33506.00|0.00
160294|12188.61|0.03
66284|45010.08|0.02
14984|18989.80|0.06
198573|53490.24|0.10
3115|41742.51|0.00
171100|11711.00|0.09
55208|56996.80|0.04
97475|66261.15|0.07
7650|59190.70|0.04
105705|18817.70|0.02
78825|41487.86|0.06
171728|26995.80|0.07
46683|19556.16|0.04
81797|72930.39|0.06
190046|22720.80|0.06
173123|19137.92|0.00
75920|87212.32|0.08
58341|10394.72|0.04
127710|86885.50|0.04
199555|77763.85|0.03
119588|12860.64|0.06
198780|52605.84|0.05
169105|1174.10|0.04
155470|41187.69|0.00
3835|59120.22|0.05
51775|17267.70|0.03
165285|66163.72|0.05
149338|13873.30|0.10
182252|50701.50|0.00
122247|31731.00|0.09
182051|33991.50|0.09
20954|52498.60|0.04
117695|29115.73|0.00
23580|16539.38|0.10
150978|22318.67|0.08
121967|67624.64|0.08
29173|18736.89|0.02
181263|40327.80|0.06
225|1125.22|0.06
99924|34630.56|0.02
28716|6578.84|0.00
154068|53858.88|0.02
198637|1735.63|0.08
152885|13565.16|0.08
26689|74321.28|0.01
110637|37895.49|0.04
95335|25276.27|0.04
1010|30974.34|0.00
44842|48244.68|0.10
44089|6198.48|0.06
198653|26274.75|0.02
13162|47307.04|0.04
78309|23171.40|0.06
159333|1392.33|0.04
100170|52657.65|0.03
138310|45842.54|0.10
7950|85465.70|0.05
71527|59940.80|0.05
149177|28201.91|0.01
72841|68925.92|0.02
192185|39592.58|0.02
115375|48662.95|0.08
21407|11955.60|0.10
13335|39946.56|0.05
190619|3419.22|0.02
195055|21850.95|0.02
95501|26937.00|0.07
58331|27075.93|0.00
41521|32175.44|0.08
30665|20743.58|0.06
144557|41640.30|0.01
30532|1462.53|0.10
68776|36640.17|0.05
31975|34325.46|0.02
33525|37921.52|0.07
74874|51768.36|0.10
3132|18632.34|0.05
167410|54664.17|0.03
142105|26383.30|0.04
192588|23528.12|0.03
44994|87254.55|0.05
113955|13782.65|0.04
136399|71769.50|0.05
58453|12703.05|0.07
84347|5325.36|0.06
69551|44095.95|0.08
121617|65544.40|0.02
15394|28806.58|0.00
197771|63538.18|0.00
37537|45710.43|0.00
184699|32106.42|0.07
158622|11764.34|0.00
123017|23920.23|0.10
130871|5705.61|0.02
25545|67644.84|0.05
196495|20689.37|0.01
21446|30083.68|0.10
11561|27978.64|0.04
41523|57116.28|0.03
139526|67317.36|0.08
7580|63965.94|0.07
195208|45612.00|0.09
115531|17011.83|0.01
145223|31705.50|0.05
96974|70954.92|0.08
115378|5573.48|0.01
68819|44695.25|0.02
166162|4912.64|0.09
55449|18257.72|0.03
119666|64055.08|0.05
24254|20030.25|0.05
108661|45080.82|0.00
146711|42185.04|0.09
80409|55576.00|0.10
61525|50541.68|0.07
143836|13158.81|0.07
154847|1901.84|0.07
15159|35446.95|0.09
66026|12896.26|0.03
98247|7471.44|0.08
125996|84923.58|0.02
15440|50151.28|0.09
35914|16649.19|0.07
109251|21424.25|0.07
155093|30998.43|0.09
54213|15173.73|0.09
60190|25304.18|0.10
82633|19387.56|0.01
65084|12588.96|0.07
169154|47702.85|0.10
103538|77076.50|0.05
22875|46744.62|0.08
178192|21593.23|0.02
167604|1671.60|0.01
159326|41559.60|0.10
27467|52989.48|0.10
111586|1597.58|0.08
85572|51399.81|0.02
7960|57906.76|0.09
106391|57292.99|0.10
153131|27234.99|0.05
100229|49168.80|0.09
165969|16279.68|0.05
152382|57375.20|0.05
9073|17677.26|0.06
92045|6222.24|0.03
126836|63336.22|0.00
98645|4930.92|0.03
65423|11107.36|0.05
102722|25870.80|0.06
8977|58465.07|0.01
9364|44567.60|0.03
115756|77957.00|0.05
108412|25567.38|0.03
1013|27420.30|0.02
88827|87159.36|0.02
41104|25082.40|0.06
111434|36135.75|0.00
108076|6504.42|0.07
32586|22778.70|0.09
167740|65078.64|0.07
113716|63999.27|0.07
198549|82377.00|0.07
177983|53585.48|0.05
11827|69552.80|0.07
50463|25442.28|0.10
61761|72355.92|0.10
175995|43490.79|0.06
196011|28782.26|0.04
138539|34705.66|0.01
10952|57751.45|0.09
143928|43382.24|0.05
48118|22388.31|0.00
79871|44420.88|0.04
30067|12961.78|0.08
9598|31659.39|0.09
165834|41796.26|0.01
82139|32512.77|0.08
172183|20082.88|0.00
66674|60704.79|0.04
176774|31463.09|0.09
48929|37558.40|0.09
138579|66320.37|0.03
168792|39076.59|0.07
58858|30886.45|0.06
167330|64277.18|0.01
187667|57903.78|0.06
147717|19411.81|0.03
176581|36466.76|0.03
108863|20590.46|0.05
178423|43541.18|0.01
134840|89992.32|0.08
94257|26276.25|0.00
25729|57915.20|0.09
19238|35874.13|0.07
196298|19520.06|0.06
114706|8603.50|0.06
146307|4059.90|0.00
186952|79519.05|0.07
40382|29092.36|0.09
103889|53000.64|0.00
181392|4420.17|0.02
198591|3379.18|0.03
83077|46643.08|0.08
73720|33874.40|0.09
64621|47568.60|0.03
104752|77297.00|0.09
112860|52440.08|0.04
37008|27405.00|0.10
135013|13624.13|0.05
164205|6346.00|0.01
94804|35976.00|0.10
34896|1830.89|0.04
82626|41824.12|0.05
54706|61445.90|0.10
36819|31604.58|0.06
199270|38339.56|0.09
53649|44873.92|0.06
170418|37210.25|0.00
69024|43692.88|0.09
372|36898.73|0.02
188836|26947.62|0.00
126935|23543.16|0.07
55734|15207.57|0.05
155217|55977.24|0.06
69253|55001.25|0.10
91094|26042.16|0.09
38022|25920.54|0.09
26374|16904.81|0.00
135932|96428.57|0.07
3079|37318.66|0.03
174617|28757.37|0.07
76746|70632.34|0.07
190283|68664.00|0.01
127059|22807.05|0.02
186807|37876.00|0.06
71267|17335.64|0.08
169866|85177.84|0.01
76221|51480.46|0.05
93337|30597.59|0.07
3446|20241.60|0.07
9167|17218.56|0.10
93636|27703.71|0.06
135380|22646.08|0.09
107253|32766.50|0.10
148353|1401.35|0.07
327|22091.76|0.10
31581|28739.02|0.08
191276|68363.50|0.01
111304|55242.60|0.04
96588|9507.48|0.08
19115|32057.41|0.07
74767|71412.16|0.09
25693|69603.67|0.02
103648|37987.72|0.01
22965|86846.16|0.07
47865|81578.70|0.05
179118|44293.07|0.02
143108|14964.30|0.09
182907|59697.00|0.10
151956|90357.75|0.01
194090|55652.23|0.05
111972|41663.37|0.06
31220|16117.08|0.00
13812|50048.49|0.01
87450|40248.60|0.07
88117|53045.28|0.01
49895|3689.78|0.00
75089|3192.24|0.05
123025|32488.62|0.05
199622|22381.06|0.06
190778|50456.79|0.01
22615|67654.84|0.01
184969|82158.40|0.07
176534|61200.14|0.06
121572|33464.97|0.10
146765|18117.60|0.04
28147|10751.40|0.01
26629|56002.32|0.02
59331|30967.92|0.10
9732|45968.44|0.03
66371|64193.76|0.03
28263|22633.94|0.10
165803|14950.40|0.03
116891|93486.61|0.06
50559|28681.45|0.08
173011|49864.46|0.04
164486|15504.80|0.08
127074|1101.07|0.05
123353|33032.40|0.08
115294|14402.19|0.07
79524|64651.36|0.04
66844|34405.96|0.09
67113|18361.87|0.02
52981|79293.18|0.01
80507|41650.00|0.08
75093|51268.32|0.10
148250|28561.50|0.03
153274|18581.78|0.05
70848|70934.76|0.03
82181|39548.12|0.08
32215|50477.24|0.08
44253|31128.50|0.04
47795|40084.17|0.08
89876|20524.57|0.08
5579|31175.97|0.00
87146|36260.48|0.07
154485|46184.40|0.02
76558|75192.95|0.00
77605|53808.40|0.09
146768|85293.72|0.09
84510|11956.08|0.01
196204|27304.20|0.10
39485|28489.60|0.06
78351|47856.60|0.03
192917|66327.03|0.05
148672|36134.07|0.01
132735|31819.14|0.07
61133|26259.12|0.05
116571|66677.94|0.02
164348|57905.94|0.03
117344|50369.58|0.03
103881|64085.92|0.05
174348|52626.58|0.05
115712|39737.33|0.00
80282|12622.80|0.07
166091|42812.33|0.06
115065|3240.18|0.05
19450|6847.25|0.01
146283|10634.24|0.09
51273|8569.89|0.09
131144|54056.44|0.04
190263|56836.92|0.02
1102|24074.40|0.00
190839|46315.92|0.05
77814|1791.81|0.06
180679|80944.82|0.10
76778|77209.88|0.05
179171|2500.34|0.02
172487|49903.36|0.01
24109|11364.10|0.06
127265|33598.76|0.08
1072|1946.14|0.01
49319|62147.19|0.04
61162|19093.72|0.04
109870|18798.70|0.04
54801|3511.60|0.02
152745|66516.38|0.07
82745|51832.20|0.03
20268|59413.00|0.00
21743|29965.32|0.03
34484|38298.96|0.07
195605|32311.40|0.10
63299|35344.12|0.07
25841|65373.08|0.02
98729|43193.00|0.05
187842|52105.68|0.04
186986|62189.40|0.08
92718|78692.66|0.03
9645|12437.12|0.07
36878|21778.44|0.09
166190|52759.98|0.10
197737|49537.71|0.01
65392|13573.90|0.04
162443|43657.76|0.00
196584|62181.46|0.04
162071|11330.70|0.02
163883|29203.20|0.08
119472|41761.16|0.04
146282|53131.20|0.02
29468|67078.08|0.06
98197|9561.52|0.01
134961|85826.28|0.00
10251|42966.25|0.05
193582|63672.04|0.00
159850|19098.50|0.06
7285|9538.24|0.06
103050|35803.70|0.00
87909|55010.10|0.05
99513|62012.91|0.06
46545|61153.14|0.05
111630|21341.19|0.02
198858|97842.50|0.00
133380|14133.80|0.02
74532|51222.02|0.00
155232|1287.23|0.07
21388|60231.48|0.01
174889|56952.52|0.06
131950|71350.20|0.06
17962|50758.92|0.07
52219|52704.45|0.10
126471|47919.04|0.10
195948|67450.02|0.09
163252|30250.75|0.06
13054|17406.90|0.00
100727|31098.96|0.09
45483|47139.84|0.07
109446|50940.40|0.08
170831|26625.62|0.10
184230|63083.04|0.03
50638|55602.05|0.05
153502|23332.50|0.01
33429|12261.78|0.07
170031|53950.47|0.07
80659|14756.85|0.03
130485|57588.24|0.10
150557|17683.05|0.02
134823|20436.02|0.05
190643|5200.92|0.08
172869|69906.96|0.05
60120|42124.68|0.05
163577|37733.11|0.04
130934|64842.69|0.06
86829|79896.08|0.01
101235|54394.12|0.02
189765|24111.88|0.10
121538|23392.95|0.00
132263|44038.84|0.05
101839|88359.84|0.02
7373|25607.40|0.03
130620|4951.86|0.08
102245|42406.16|0.01
52157|14418.95|0.09
163886|95544.12|0.06
42937|16919.37|0.03
130992|78896.61|0.03
106565|64433.96|0.01
77243|17083.36|0.02
117363|69018.00|0.09
41425|42359.02|0.05
103905|85900.50|0.09
59756|18873.25|0.05
88963|60510.76|0.01
96848|86707.48|0.03
86065|11561.66|0.00
24439|44993.19|0.06
76314|54193.02|0.01
111686|69604.88|0.07
166465|50538.18|0.04
145503|43358.00|0.09
23824|50686.78|0.04
1283|40265.52|0.01
71808|81870.80|0.09
151559|56369.25|0.04
52887|58876.16|0.04
16914|27463.65|0.07
81|22564.84|0.07
34522|65543.40|0.01
129954|43646.90|0.00
38280|14619.36|0.09
189078|38513.31|0.06
189233|7933.38|0.07
35042|8793.36|0.09
65100|51124.80|0.01
78529|30150.40|0.07
145964|84418.32|0.10
197233|27934.83|0.02
1642|47852.84|0.09
181189|31754.50|0.04
10285|32272.56|0.07
119902|7687.60|0.08
122974|27957.58|0.04
182182|24019.42|0.10
49492|11531.92|0.09
104400|9830.80|0.07
109302|11801.70|0.06
40224|25612.84|0.00
8868|37314.06|0.07
81736|10306.38|0.09
17296|26692.38|0.03
170655|41415.60|0.01
76553|58122.90|0.00
33474|52076.39|0.06
52230|1182.23|0.09
38152|14171.95|0.05
181815|13277.67|0.06
165368|28667.20|0.06
110688|37370.96|0.06
140907|50645.40|0.01
147416|27804.79|0.01
140855|17062.65|0.07
70|5820.42|0.01
36563|67480.20|0.06
159444|39089.44|0.02
197703|82832.20|0.08
146283|43866.24|0.00
69218|2374.42|0.03
184428|69571.32|0.05
129585|74270.68|0.00
194848|38856.80|0.00
54329|24383.08|0.06
91756|33207.25|0.03
122611|58809.96|0.01
38425|6817.10|0.03
62765|46649.52|0.10
138234|16538.99|0.05
184270|33856.75|0.09
189459|32517.45|0.08
97922|46078.08|0.07
4138|31263.90|0.06
91269|56711.70|0.08
139689|39759.64|0.03
106705|56486.10|0.02
119954|1973.95|0.06
41109|3150.30|0.03
45882|1827.88|0.03
64191|47362.79|0.00
129204|3699.60|0.01
182900|77333.10|0.08
139102|51349.50|0.03
149276|64938.23|0.10
11071|12766.91|0.10
19448|51962.72|0.07
54487|23063.68|0.08
104827|67777.34|0.05
10586|20952.12|0.00
73062|26911.56|0.06
173128|38435.84|0.01
142677|1719.67|0.06
28546|25067.18|0.07
44815|56313.92|0.05
191118|48364.40|0.05
23839|70513.20|0.05
17868|44646.50|0.07
75818|48432.87|0.00
155726|64141.92|0.09
17588|19572.54|0.01
73063|7252.42|0.01
112272|56507.88|0.06
81329|34068.32|0.02
80092|17153.44|0.02
124876|19008.70|0.06
50693|54241.77|0.09
127012|12468.12|0.07
25221|28655.50|0.10
82878|81878.28|0.07
133035|29904.84|0.00
48370|31640.88|0.07
98896|60636.48|0.01
38692|55443.46|0.09
86899|26402.46|0.00
115280|1295.28|0.01
102441|11547.52|0.00
137171|22955.23|0.04
19638|20249.19|0.07
181030|42219.14|0.08
139719|59796.14|0.09
